NATIONAL UNIVERSITY OF ENGINEERING
FACULTY OF CIVIL ENGINEERING
JAPAN-PERU CENTER FOR EARTHQUAKE ENGINEERING RESEARCH AND DISASTER MITIGATION (CISMID)
TUPAC AMARU AVENUE 1150 - LIMA 25 - PERU Postal Code 31-250 Lima 31
Telephone Numbers (51-1) 482-0777, 482-0790 FAX 481-0170
e-mail: f_lazares@uni.edu.pe	http://www.cismid-uni.org

1. INFORMATION ABOUT THE SEISMIC STATION
STATION NAME               :  Parque de la Reserva                                                                                
STATION CODE               :  PRQ       
STATION LOCATION           :  Parque de la Reserva, Cercado de Lima, Lima                                                         
LATITUDE                   :  -12.07 
LONGITUDE                  :  -77.04 
ALTITUDE (m)               :  130                 
ACCELEROMETER MODEL        :  Acelerógrafo Analógico                                                                              
SAMPLING FREQUENCY (Hz)    :   50

2. INFORMATION ABOUT THE EARTHQUAKE
DATE                       :  October 03, 1974                                                                                    
ORIGIN TIME (Local)        :  09:21:00                                                                                            
LATITUDE                   :  -12.50                                                                                              
LONGITUDE                  :  -77.98                                                                                              
DEPTH (km)                 :  13.00                                                                                               
MAGNITUDE                  :  6.6 mb                                                                                              
INFORMATION SOURCE         :  IGP                                                                                                 

3. INFORMATION ABOUT THE RECORD
RECORD TIME (Local)        :  09:21:00
NUMBER OF SAMPLES          :      4899
MAXIMUM ACCELERATION       :   -194.21    180.09    100.30
DATA UNITS                 :  cm/s2   

4. COMMENTS
BASELINE CORRECTED

5. ACCELERATION DATA
               T              EW              NS              UD
         92.0400         -1.8843          0.1949         -0.0088
         92.0600         -1.3283          1.7319          0.4772
         92.0800         -0.9743          3.6569          1.4482
         92.1000          1.0287          3.3489          2.0452
         92.1200          3.7367          2.0139          1.7582
         92.1400          3.2687          1.7539          1.4762
         92.1600         -0.1683          1.6679          1.6772
         92.1800         -1.1463          1.2309          1.9342
         92.2000          0.1047          0.7079          1.6682
         92.2200         -1.9353          0.1969          0.9132
         92.2400         -3.4583         -0.1981          0.6752
         92.2600         -0.7223         -0.4791          1.8122
         92.2800          1.5447         -1.7771          3.4682
         92.3000         -1.4303         -3.2451          4.3772
         92.3200         -3.7863         -1.7491          4.3342
         92.3400         -6.1303          3.0359          3.8672
         92.3600         -9.6333          4.0179          3.3292
         92.3800         -8.6423          0.6859          2.6802
         92.4000         -5.2203          0.3699          2.0022
         92.4200         -0.7573          3.6249          0.8142
         92.4400          2.5297          3.6049         -0.0978
         92.4600          3.8607         -1.0221          1.0412
         92.4800          4.5757         -3.1761          1.9472
         92.5000          2.2257         -2.9171          1.6082
         92.5200         -1.2283         -4.2111          1.3552
         92.5400         -0.2213         -5.2481          0.9782
         92.5600          2.4227         -4.5131          0.6502
         92.5800          2.8417         -2.6591          0.3362
         92.6000          2.4657          1.2209          0.0802
         92.6200          1.4977          3.6049         -0.8448
         92.6400         -0.7053          2.5479         -1.4168
         92.6600         -6.3623          1.7069         -0.5578
         92.6800        -10.0013          4.2939          0.3122
         92.7000         -7.1433          7.4949          0.5152
         92.7200         -4.2433          6.5989          0.5362
         92.7400         -6.4693          5.2789          0.5542
         92.7600         -7.9253          4.9159          0.4352
         92.7800         -5.1903          1.6139          0.3082
         92.8000         -1.2783         -0.2091          0.2892
         92.8200          1.7167          1.4729          0.5792
         92.8400          0.5947          2.4439          1.6522
         92.8600         -2.4873          1.8919          3.0502
         92.8800         -2.3953          2.2719          2.7802
         92.9000          0.6697          6.0999          1.3622
         92.9200          1.6657          4.4339         -0.0628
         92.9400         -1.0213         -1.3031         -0.8748
         92.9600         -1.2203         -1.9351          0.4482
         92.9800          1.3197         -0.2881          1.9132
         93.0000          2.1507          1.8519          1.6412
         93.0200         -0.1443          3.6299          1.4882
         93.0400         -5.2413          3.8029          2.7302
         93.0600         -6.3463          3.6019          3.9622
         93.0800         -3.5553          1.7239          3.7392
         93.1000         -0.5463         -3.1651          2.1302
         93.1200         -0.9123         -4.7601          1.1162
         93.1400         -2.4333         -6.5011          1.1532
         93.1600          0.7537         -8.6151          1.1452
         93.1800          2.6377         -7.7641          1.1152
         93.2000          0.9827         -7.7131          0.0582
         93.2200          2.5757         -8.8731         -0.1468
         93.2400          2.8607         -5.6361          1.6132
         93.2600         -0.2403          1.9359          2.5292
         93.2800          0.9197          5.2859          2.3142
         93.3000          2.7347          3.2099          1.9612
         93.3200         -0.4393         -0.6041          1.6692
         93.3400          0.2627         -0.4551          1.4452
         93.3600          0.6247          2.8379          1.3412
         93.3800         -2.1443          4.8019          1.5792
         93.4000         -0.5603          2.1379          2.5112
         93.4200          0.2297         -0.9091          3.0592
         93.4400         -1.1423         -0.1261          2.8422
         93.4600         -1.9293         -1.1601          2.3102
         93.4800         -3.9243         -3.4601          1.5522
         93.5000         -3.7573         -2.4471          0.9382
         93.5200         -0.3743         -0.4161          1.2842
         93.5400         -2.0533          0.6309          2.5092
         93.5600         -5.6653          0.5289          2.8622
         93.5800         -4.2913          1.0789          2.2812
         93.6000         -2.1773          3.4059          1.1572
         93.6200         -3.8503          3.9899         -0.0898
         93.6400         -7.7803          3.3169         -0.6548
         93.6600         -9.7723          3.2549         -0.7988
         93.6800         -5.2413          3.1079         -0.2658
         93.7000          1.2297         -0.3321          1.1622
         93.7200          3.5987         -3.9041          1.2502
         93.7400          1.9667         -2.3111          0.0702
         93.7600         -1.0193          1.5399         -0.9138
         93.7800         -3.4333          1.9379         -1.4168
         93.8000         -5.4253          0.1779         -0.5988
         93.8200         -6.7553          0.6849          0.5942
         93.8400         -5.2803          1.6639          1.3582
         93.8600         -3.2823          1.8929          0.9892
         93.8800         -4.3343          1.5569         -0.3548
